epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.12187500298023224,3.835679769515991,0.1720999926328659,3.488692283630371
1,0.195700004696846,3.348510503768921,0.23409999907016754,3.1888372898101807
2,0.23637500405311584,3.148026943206787,0.26910001039505005,2.95871901512146
3,0.26109999418258667,3.0110578536987305,0.29789999127388,2.8395040035247803
4,0.2791999876499176,2.910254716873169,0.2978000044822693,2.8506836891174316
5,0.29932498931884766,2.8174664974212646,0.32739999890327454,2.7046713829040527
6,0.3128249943256378,2.7345149517059326,0.33320000767707825,2.6935465335845947
7,0.32782500982284546,2.6662981510162354,0.35740000009536743,2.578643321990967
8,0.3415749967098236,2.6158699989318848,0.36890000104904175,2.5238451957702637
9,0.34827500581741333,2.589994430541992,0.36820000410079956,2.51619291305542
10,0.2896749973297119,2.860253095626831,0.2937000095844269,2.9598312377929688
11,0.2973499894142151,2.818964958190918,0.30079999566078186,2.831052303314209
12,0.30584999918937683,2.7703776359558105,0.3294000029563904,2.705850124359131
13,0.313400000333786,2.723829507827759,0.30880001187324524,2.8701822757720947
14,0.3234249949455261,2.6870973110198975,0.34209999442100525,2.609428644180298
15,0.3339250087738037,2.6442458629608154,0.3253999948501587,2.721911907196045
16,0.33834999799728394,2.607389211654663,0.30649998784065247,3.0144429206848145
17,0.3453249931335449,2.5767946243286133,0.3433000147342682,2.6202304363250732
18,0.3544749915599823,2.5325090885162354,0.3612000048160553,2.5563950538635254
19,0.3635750114917755,2.4957289695739746,0.3625999987125397,2.564025402069092
20,0.3693999946117401,2.466778516769409,0.3723999857902527,2.5064046382904053
21,0.37732499837875366,2.4402432441711426,0.3781000077724457,2.496065139770508
22,0.38747501373291016,2.4008209705352783,0.3968999981880188,2.3914504051208496
23,0.391400009393692,2.3724639415740967,0.39570000767707825,2.4169909954071045
24,0.3981249928474426,2.353980302810669,0.40610000491142273,2.387662649154663
25,0.4018000066280365,2.3264217376708984,0.4000000059604645,2.4082212448120117
26,0.4068000018596649,2.3017120361328125,0.41339999437332153,2.344752073287964
27,0.412200003862381,2.2880043983459473,0.413100004196167,2.3394205570220947
28,0.415149986743927,2.2702414989471436,0.41429999470710754,2.332991123199463
29,0.41589999198913574,2.2670774459838867,0.41449999809265137,2.329021453857422
30,0.35397499799728394,2.536778211593628,0.3384999930858612,2.7353098392486572
31,0.3520750105381012,2.5441641807556152,0.35339999198913574,2.5865509510040283
32,0.35565000772476196,2.5320253372192383,0.3594000041484833,2.5581016540527344
33,0.35954999923706055,2.513979196548462,0.36800000071525574,2.5383529663085938
34,0.3655500113964081,2.4922702312469482,0.3449999988079071,2.7416915893554688
35,0.36787500977516174,2.4724104404449463,0.3240000009536743,2.8925414085388184
36,0.3702999949455261,2.4589946269989014,0.35740000009536743,2.580711603164673
37,0.37107500433921814,2.448883056640625,0.37299999594688416,2.4892704486846924
38,0.37642499804496765,2.4329488277435303,0.362199991941452,2.565275192260742
39,0.38225001096725464,2.4090163707733154,0.3953999876976013,2.4220314025878906
40,0.3835749924182892,2.3999242782592773,0.37209999561309814,2.5174403190612793
41,0.38842499256134033,2.3777482509613037,0.3806999921798706,2.500056743621826
42,0.3909749984741211,2.361637592315674,0.3580999970436096,2.6478357315063477
43,0.3939499855041504,2.35318922996521,0.3799000084400177,2.486919641494751
44,0.40035000443458557,2.3283894062042236,0.3889000117778778,2.446112871170044
45,0.404325008392334,2.3259875774383545,0.36169999837875366,2.584379196166992
46,0.4048500061035156,2.29608416557312,0.38589999079704285,2.4839870929718018
47,0.4101499915122986,2.2814104557037354,0.39419999718666077,2.4199607372283936
48,0.4127250015735626,2.2761008739471436,0.39730000495910645,2.408547878265381
49,0.41714999079704285,2.252490997314453,0.3928999900817871,2.4391252994537354
