epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.12639999389648438,11.863962173461914,0.02280000038444996,11.427695274353027
1,0.24962499737739563,7.512434482574463,0.11590000241994858,7.310917377471924
2,0.33957499265670776,5.274674892425537,0.14429999887943268,5.911768913269043
3,0.40652498602867126,4.0767107009887695,0.12099999934434891,6.487245082855225
4,0.46377500891685486,3.3646700382232666,0.3244999945163727,3.907094955444336
5,0.5274500250816345,2.8751089572906494,0.4027999937534332,3.32943058013916
6,0.5895000100135803,2.496839761734009,0.4814000129699707,2.9050981998443604
7,0.6589499711990356,2.1508688926696777,0.4041999876499176,3.4123687744140625
8,0.7374749779701233,1.8355532884597778,0.6187000274658203,2.26224684715271
9,0.8014000058174133,1.625870943069458,0.6410999894142151,2.1710195541381836
10,0.4161750078201294,3.1832635402679443,0.19509999454021454,4.981156826019287
11,0.4985499978065491,2.73327374458313,0.22470000386238098,4.530661106109619
12,0.5264750123023987,2.5799686908721924,0.24379999935626984,4.428600311279297
13,0.5561500191688538,2.479372501373291,0.3887999951839447,3.3895626068115234
14,0.5769500136375427,2.4010910987854004,0.42260000109672546,3.1105806827545166
15,0.6012250185012817,2.321383476257324,0.29919999837875366,4.061132907867432
16,0.6255999803543091,2.2549052238464355,0.3765999972820282,3.468623399734497
17,0.650950014591217,2.156336784362793,0.3905999958515167,3.450585126876831
18,0.6794000267982483,2.0571799278259277,0.5059999823570251,2.9204587936401367
19,0.7124999761581421,1.9454195499420166,0.4287000000476837,3.2134909629821777
20,0.7492499947547913,1.8096853494644165,0.536899983882904,2.7228922843933105
21,0.7905750274658203,1.6590648889541626,0.4772999882698059,3.059354782104492
22,0.8429999947547913,1.4586421251296997,0.5752000212669373,2.5538837909698486
23,0.8970000147819519,1.2630391120910645,0.5932000279426575,2.5505831241607666
24,0.9467499852180481,1.0674583911895752,0.6284000277519226,2.3276541233062744
25,0.9821500182151794,0.9095818400382996,0.6751999855041504,2.104872465133667
26,0.9952499866485596,0.8221314549446106,0.6955999732017517,2.0188751220703125
27,0.9983500242233276,0.7815498113632202,0.7002999782562256,1.976131796836853
28,0.9991750121116638,0.7646463513374329,0.703000009059906,1.9648798704147339
29,0.9992750287055969,0.7595305442810059,0.7032999992370605,1.9636708498001099
30,0.49160000681877136,2.985126256942749,0.3077000081539154,4.393099308013916
31,0.5842999815940857,2.6742353439331055,0.38280001282691956,3.869141101837158
32,0.6171500086784363,2.587200403213501,0.3779999911785126,3.8964269161224365
33,0.6350749731063843,2.551405191421509,0.41760000586509705,3.657921075820923
34,0.6485999822616577,2.534688949584961,0.37369999289512634,4.167584419250488
35,0.6600499749183655,2.520472764968872,0.46369999647140503,3.4280483722686768
36,0.6708999872207642,2.50956130027771,0.3206000030040741,4.822492599487305
37,0.6796000003814697,2.486011505126953,0.45260000228881836,3.59061598777771
38,0.6906499862670898,2.4749176502227783,0.4323999881744385,3.749002456665039
39,0.7009000182151794,2.4526619911193848,0.453000009059906,3.634312391281128
40,0.7137500047683716,2.4366047382354736,0.4918999969959259,3.405341863632202
41,0.72222501039505,2.4206666946411133,0.4569999873638153,3.695120334625244
42,0.7381500005722046,2.379631757736206,0.4862000048160553,3.5804145336151123
43,0.7493500113487244,2.3534374237060547,0.47530001401901245,3.6113362312316895
44,0.7612000107765198,2.3172433376312256,0.4805999994277954,3.6375954151153564
45,0.7784500122070312,2.2620227336883545,0.3993000090122223,4.265327453613281
46,0.7905250191688538,2.2294914722442627,0.5271000266075134,3.545424222946167
47,0.8060749769210815,2.1726770401000977,0.4821000099182129,3.7281718254089355
48,0.8285499811172485,2.0856359004974365,0.460099995136261,3.827277421951294
49,0.8381749987602234,2.0359444618225098,0.5217000246047974,3.5812039375305176
