epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.1922750025987625,3.4305789470672607,0.1324000060558319,3.839430093765259
1,0.3357999920845032,2.6405789852142334,0.27889999747276306,3.004279375076294
2,0.43222498893737793,2.172948122024536,0.27320000529289246,3.116159200668335
3,0.5278249979019165,1.7620420455932617,0.2816999852657318,3.5232458114624023
4,0.6331750154495239,1.3370985984802246,0.323199987411499,3.2710094451904297
5,0.7460500001907349,0.9163708686828613,0.3012000024318695,3.712791681289673
6,0.8484749794006348,0.5658382773399353,0.31200000643730164,3.954958200454712
7,0.919950008392334,0.3360525667667389,0.31610000133514404,4.017476558685303
8,0.9526500105857849,0.22907908260822296,0.31459999084472656,4.114299774169922
9,0.9628750085830688,0.1957019567489624,0.3174000084400177,4.127054214477539
10,0.602524995803833,1.4382362365722656,0.3025999963283539,3.5444860458374023
11,0.7125499844551086,0.9969274401664734,0.23829999566078186,4.933773994445801
12,0.7865999937057495,0.7146032452583313,0.27869999408721924,4.852381706237793
13,0.82955002784729,0.5647136569023132,0.2797999978065491,5.313287734985352
14,0.8762000203132629,0.4117870628833771,0.24480000138282776,6.625622749328613
15,0.9143499732017517,0.2821517884731293,0.28040000796318054,6.156287670135498
16,0.942300021648407,0.19151930510997772,0.30250000953674316,6.160245418548584
17,0.9647499918937683,0.12270984053611755,0.29899999499320984,6.449930191040039
18,0.9811000227928162,0.0695643275976181,0.3003999888896942,6.528080940246582
19,0.9890249967575073,0.044124554842710495,0.30160000920295715,6.596799850463867
