epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.14202499389648438,4.092089653015137,0.028699999675154686,6.115352630615234
1,0.2219499945640564,3.6237854957580566,0.0723000019788742,6.345920562744141
2,0.25949999690055847,3.4355547428131104,0.09290000051259995,5.720193386077881
3,0.28360000252723694,3.304201602935791,0.07270000129938126,7.88720703125
4,0.310699999332428,3.1623497009277344,0.08489999920129776,9.741230010986328
5,0.34007498621940613,3.008296012878418,0.09700000286102295,6.978353977203369
6,0.3684999942779541,2.851004123687744,0.16760000586509705,5.137403964996338
7,0.40130001306533813,2.6739518642425537,0.17829999327659607,5.17960786819458
8,0.43537500500679016,2.526205062866211,0.18960000574588776,5.097007751464844
9,0.454925000667572,2.4383022785186768,0.2003999948501587,4.925993919372559
10,0.2768250107765198,3.4005110263824463,0.13979999721050262,5.7200822830200195
11,0.3066999912261963,3.3000452518463135,0.16290000081062317,4.380404472351074
12,0.3202250003814697,3.2796616554260254,0.2021999955177307,3.8780922889709473
13,0.3314250111579895,3.2327194213867188,0.1696999967098236,4.23899507522583
14,0.3470749855041504,3.1845836639404297,0.20909999310970306,3.9015207290649414
15,0.35807499289512634,3.1328861713409424,0.23510000109672546,3.7751212120056152
16,0.3700999915599823,3.081125497817993,0.2768999934196472,3.58870267868042
17,0.3782750070095062,3.0446434020996094,0.2750999927520752,3.613445281982422
18,0.39457499980926514,2.9626123905181885,0.2565000057220459,3.713433265686035
19,0.4086250066757202,2.88875675201416,0.2605000138282776,3.6793131828308105
20,0.4258500039577484,2.8022618293762207,0.2944999933242798,3.4794960021972656
21,0.45032501220703125,2.693739414215088,0.2468000054359436,3.787074565887451
22,0.46892499923706055,2.5791261196136475,0.28600001335144043,3.4961235523223877
23,0.49642500281333923,2.4598281383514404,0.2865000069141388,3.4830379486083984
24,0.5209500193595886,2.336721181869507,0.2757999897003174,3.500387191772461
25,0.5527999997138977,2.190438985824585,0.32330000400543213,3.298004627227783
26,0.5805500149726868,2.0610921382904053,0.3224000036716461,3.290982484817505
27,0.6068000197410583,1.9526193141937256,0.3224000036716461,3.265874147415161
28,0.6170750260353088,1.8909281492233276,0.33739998936653137,3.1858463287353516
29,0.6293249726295471,1.855412483215332,0.33980000019073486,3.1768109798431396
30,0.27810001373291016,3.636446475982666,0.2287999987602234,3.966705799102783
31,0.32567501068115234,3.387148141860962,0.1467999964952469,4.54899787902832
32,0.3400999903678894,3.307213306427002,0.23899999260902405,3.828108549118042
33,0.3460499942302704,3.2788894176483154,0.20319999754428864,4.063954830169678
34,0.35347500443458557,3.243143320083618,0.2583000063896179,3.7449049949645996
35,0.35862499475479126,3.2277700901031494,0.21320000290870667,4.018609523773193
36,0.3607249855995178,3.2124624252319336,0.25690001249313354,3.7458949089050293
37,0.36367499828338623,3.196255683898926,0.2632000148296356,3.821127414703369
38,0.367249995470047,3.1854093074798584,0.14880000054836273,4.776943206787109
39,0.37412500381469727,3.1573033332824707,0.21719999611377716,4.070067882537842
40,0.37927499413490295,3.1407973766326904,0.21240000426769257,4.066158771514893
41,0.3856250047683716,3.1184351444244385,0.31779998540878296,3.5327484607696533
42,0.39590001106262207,3.0843207836151123,0.2754000127315521,3.6881930828094482
43,0.39605000615119934,3.064910650253296,0.2711000144481659,3.7515180110931396
44,0.4022749960422516,3.0379772186279297,0.26579999923706055,3.7064363956451416
